chapter,verse,text,prep
10,76,"Dan tatkala telah datang kepada mereka kebenaran dari sisi Kami, mereka berkata: \""Sesungguhnya ini adalah sihir yang nyata\"".",tatkala benar sisi sungguh sihir nyata
10,79,"Fir´aun berkata (kepada pemuka kaumnya): \""Datangkanlah kepadaku semua ahli-ahli sihir yang pandai!\""",fir aun muka kaum datang kepada ahliahli sihir pandai
10,95,Dan sekali-kali janganlah kamu termasuk orang-orang yang mendustakan ayat-ayat Allah yang menyebabkan kamu termasuk orang-orang yang rugi.,sekalikali orangorang dusta ayatayat allah sebab orangorang rugi
10,96,"Sesungguhnya orang-orang yang telah pasti terhadap mereka kalimat Tuhanmu, tidaklah akan beriman,",sungguh orangorang kalimat tuhan iman
10,97,"meskipun datang kepada mereka segala macam keterangan, hingga mereka menyaksikan azab yang pedih.",terang saksi azab pedih
10,102,"Mereka tidak menunggu-nunggu kecuali (kejadian-kejadian) yang sama dengan kejadian-kejadian (yang menimpa) orang-orang yang telah terdahulu sebelum mereka. Katakanlah: \""Maka tunggulah, sesungguhnya akupun termasuk orang-orang yang menunggu bersama kamu\"".",menunggununggu kecuali kejadiankejadian kejadiankejadian timpa orangorang tunggu sungguh aku orangorang tunggu
10,103,"Kemudian Kami selamatkan rasul-rasul Kami dan orang-orang yang beriman, demikianlah menjadi kewajiban atas Kami menyelamatkan orang-orang yang beriman.",selamat rasulrasul orangorang iman wajib selamat orangorang iman
11,8,"Dan sesungguhnya jika Kami undurkan azab dari mereka sampai kepada suatu waktu yang ditentukan. niscaya mereka akan berkata: \""Apakah yang menghalanginya?\"" lngatlah, diwaktu azab itu datang kepada mereka tidaklah dapat dipalingkan dari mereka dan mereka diliputi oleh azab yang dahulunya mereka selalu memperolok-olokkannya.",sungguh undur azab tentu niscaya halang lngatlah waktu azab paling liput azab dahulu memperolokolokkannya
11,10,"Dan jika Kami rasakan kepadanya kebahagiaan sesudah bencana yang menimpanya, niscaya dia akan berkata: \""Telah hilang bencana-bencana itu daripadaku\""; sesungguhnya dia sangat gembira lagi bangga,",rasa bahagia bencana timpa niscaya hilang bencanabencana daripada sungguh gembira bangga
11,19,(yaitu) orang-orang yang menghalangi (manusia) dari jalan Allah dan menghendaki (supaya) jalan itu bengkok. Dan mereka itulah orang-orang yang tidak percaya akan adanya hari akhirat.,orangorang halang manusia jalan allah jalan bengkok orangorang percaya hari akhirat
11,21,"Mereka itulah orang-orang yang merugikan dirinya sendiri, dan lenyaplah dari mereka apa yang selalu mereka ada-adakan.",orangorang rugi lenyap adaadakan
11,22,Pasti mereka itu di akhirat menjadi orang-orang yang paling merugi.,akhirat orangorang rugi
11,24,"Perbandingan kedua golongan itu (orang-orang kafir dan orang-orang mukmin), seperti orang buta dan tuli dengan orang yang dapat melihat dan dapat mendengar. Adakah kedua golongan itu sama keadaan dan sifatnya? Maka tidakkah kamu mengambil pelajaran (daripada perbandingan itu)?",banding golong orangorang kafir orangorang mukmin orang buta tuli orang dengar ada golong sifat ambil ajar banding
11,55,"dari selain-Nya, sebab itu jalankanlah tipu dayamu semuanya terhadapku dan janganlah kamu memberi tangguh kepadaku.",selain jalan tipu daya hadap tangguh kepada
11,56,"Sesungguhnya aku bertawakkal kepada Allah Tuhanku dan Tuhanmu. Tidak ada suatu binatang melatapun melainkan Dialah yang memegang ubun-ubunnya. Sesungguhnya Tuhanku di atas jalan yang lurus\"".",sungguh bertawakkal allah tuhan tuhan binatang lata pegang ubunubunnya sungguh tuhan jalan lurus
11,57,"Jika kamu berpaling, maka sesungguhnya aku telah menyampaikan kepadamu apa (amanat) yang aku diutus (untuk menyampaikan)nya kepadamu. Dan Tuhanku akan mengganti (kamu) dengan kaum yang lain (dari) kamu; dan kamu tidak dapat membuat mudharat kepada-Nya sedikitpun. Sesungguhnya Tuhanku adalah Maha Pemelihara segala sesuatu.",paling sungguh kepada amanat utus sampai kepada tuhan ganti kaum mudharat sedikit sungguh tuhan maha pelihara
11,63,"Shaleh berkata: \""Hai kaumku, bagaimana pikiranmu jika aku mempunyai bukti yang nyata dari Tuhanku dan diberi-Nya aku rahmat (kenabian) dari-Nya, maka siapakah yang akan menolong aku dari (azab) Allah jika aku mendurhakai-Nya. Sebab itu kamu tidak menambah apapun kepadaku selain daripada kerugian.",shaleh hai kaum pikir bukti nyata tuhan beri rahmat nabi dari tolong azab allah durhaka tambah apa kepada rugi
11,64,"Hai kaumku, inilah unta betina dari Allah, sebagai mukjizat (yang menunjukkan kebenaran) untukmu, sebab itu biarkanlah dia makan di bumi Allah, dan janganlah kamu mengganggunya dengan gangguan apapun yang akan menyebabkan kamu ditimpa azab yang dekat\"".",hai kaum unta betina allah mukjizat benar untuk biar makan bumi allah ganggu ganggu apa sebab timpa azab
11,100,Itu adalah sebahagian dan berita-berita negeri (yang telah dibinasakan) yang Kami ceritakan kepadamu (Muhammad); di antara negeri-negeri itu ada yang masih kedapatan bekas-bekasnya dan ada (pula) yang telah musnah.,sebahagian beritaberita negeri binasa cerita kepada muhammad negerinegeri dapat bekasbekasnya musnah
11,103,"Sesungguhnya pada yang demikian itu benar-benar terdapat pelajaran bagi orang-orang yang takut kepada azab akhirat. Hari kiamat itu adalah suatu hari yang semua manusia dikumpulkan untuk (menghadapi)nya, dan hari itu adalah suatu hari yang disaksikan (oleh segala makhluk).",sungguh benarbenar ajar orangorang takut azab akhirat hari kiamat hari manusia kumpul hadap hari hari saksi makhluk
11,105,"Di kala datang hari itu, tidak ada seorangun yang berbicara, melainkan dengan izin-Nya; maka di antara mereka ada yang celaka dan ada yang berbahagia.",hari seorangun bicara izin celaka bahagia
11,111,"Dan sesungguhnya kepada masing-masing (mereka yang berselisih itu) pasti Tuhanmu akan menyempurnakan dengan cukup, (balasan) pekerjaan mereka. Sesungguhnya Dia Maha Mengetahui apa yang mereka kerjakan.",sungguh masingmasing selisih tuhan sempurna balas kerja sungguh maha kerja
11,118,"Jikalau Tuhanmu menghendaki, tentu Dia menjadikan manusia umat yang satu, tetapi mereka senantiasa berselisih pendapat,",tuhan jadi manusia umat senantiasa selisih dapat
11,120,"Dan semua kisah dari rasul-rasul Kami ceritakan kepadamu, ialah kisah-kisah yang dengannya Kami teguhkan hatimu; dan dalam surat ini telah datang kepadamu kebenaran serta pengajaran dan peringatan bagi orang-orang yang beriman.",kisah rasulrasul cerita kepada kisahkisah dengan teguh hati surat kepada benar ajar ingat orangorang iman
11,121,"Dan katakanlah kepada orang-orang yang tidak beriman: \""Berbuatlah menurut kemampuanmu; sesungguhnya Kami-pun berbuat (pula)\"".",orangorang iman buat mampu sungguh kami buat
11,122,"Dan tunggulah (akibat perbuatanmu); sesungguhnya kamipun menunggu (pula)\"".",tunggu akibat buat sungguh kami tunggu
12,3,"Kami menceritakan kepadamu kisah yang paling baik dengan mewahyukan Al Quran ini kepadamu, dan sesungguhnya kamu sebelum (Kami mewahyukan)nya adalah termasuk orang-orang yang belum mengetahui.",cerita kepada kisah wahyu al quran kepada sungguh wahyu orangorang
12,24,"Sesungguhnya wanita itu telah bermaksud (melakukan perbuatan itu) dengan Yusuf, dan Yusufpun bermaksud (melakukan pula) dengan wanita itu andaikata dia tidak melihat tanda (dari) Tuhannya. Demikianlah, agar Kami memalingkan dari padanya kemungkaran dan kekejian. Sesungguhnya Yusuf itu termasuk hamba-hamba Kami yang terpilih.",sungguh wanita buat yusuf yusufpun wanita andaikata tanda tuhan maling mungkar keji sungguh yusuf hambahamba pilih
12,104,"Dan kamu sekali-kali tidak meminta upah kepada mereka (terhadap seruanmu ini), itu tidak lain hanyalah pengajaran bagi semesta alam.",sekalikali upah seru ajar semesta alam
13,7,"Orang-orang yang kafir berkata: \""Mengapa tidak diturunkan kepadanya (Muhammad) suatu tanda (kebesaran) dari Tuhannya?\"" Sesungguhnya kamu hanyalah seorang pemberi peringatan; dan bagi tiap-tiap kaum ada orang yang memberi petunjuk.",orangorang kafir turun muhammad tanda besar tuhan sungguh beri ingat tiaptiap kaum orang tunjuk
13,8,"Allah mengetahui apa yang dikandung oleh setiap perempuan, dan kandungan rahim yang kurang sempurna dan yang bertambah. Dan segala sesuatu pada sisi-Nya ada ukurannya.",allah kandung perempuan kandung rahim sempurna tambah sisi ukur
13,10,"Sama saja (bagi Tuhan), siapa diantaramu yang merahasiakan ucapannya, dan siapa yang berterus-terang dengan ucapan itu, dan siapa yang bersembunyi di malam hari dan yang berjalan (menampakkan diri) di siang hari.",tuhan antara rahasia ucap berterusterang ucap sembunyi malam hari jalan tampak siang hari
13,11,"Bagi manusia ada malaikat-malaikat yang selalu mengikutinya bergiliran, di muka dan di belakangnya, mereka menjaganya atas perintah Allah. Sesungguhnya Allah tidak merubah keadaan sesuatu kaum sehingga mereka merubah keadaan yang ada pada diri mereka sendiri. Dan apabila Allah menghendaki keburukan terhadap sesuatu kaum, maka tak ada yang dapat menolaknya; dan sekali-kali tak ada pelindung bagi mereka selain Dia.",manusia malaikatmalaikat ikut gilir muka belakang jaga perintah allah sungguh allah rubah kaum rubah allah keburu kaum tolak sekalikali lindung
13,21,"dan orang-orang yang menghubungkan apa-apa yang Allah perintahkan supaya dihubungkan, dan mereka takut kepada Tuhannya dan takut kepada hisab yang buruk.",orangorang hubung apaapa allah perintah hubung takut tuhan takut hisab buruk
13,32,"Dan sesungguhnya telah diperolok-olokkan beberapa rasul sebelum kamu, maka Aku beri tangguh kepada orang-orang kafir itu kemudian Aku binasakan mereka. Alangkah hebatnya siksaan-Ku itu!",sungguh diperolokolokkan rasul tangguh orangorang kafir binasa alangkah hebat siksa
13,34,Bagi mereka azab dalam kehidupan dunia dan sesungguhnya azab akhirat adalah lebih keras dan tak ada bagi mereka seorang pelindungpun dari (azab) Allah.,azab hidup dunia sungguh azab akhirat keras lindung azab allah
13,39,"Allah menghapuskan apa yang Dia kehendaki dan menetapkan (apa yang Dia kehendaki), dan di sisi-Nya-lah terdapat Ummul-Kitab (Lauh mahfuzh).",allah hapus hendak tetap hendak sisi ummulkitab lauh mahfuzh
13,40,"Dan jika Kami perlihatkan kepadamu sebahagian (siksa) yang Kami ancamkan kepada mereka atau Kami wafatkan kamu (hal itu tidak penting bagimu) karena sesungguhnya tugasmu hanya menyampaikan saja, sedang Kami-lah yang menghisab amalan mereka.",lihat kepada sebahagian siksa ancam wafat bagi sungguh tugas hisab amal
14,3,"(yaitu) orang-orang yang lebih menyukai kehidupan dunia dari pada kehidupan akhirat, dan menghalang-halangi (manusia) dari jalan Allah dan menginginkan agar jalan Allah itu bengkok. Mereka itu berada dalam kesesatan yang jauh.",orangorang suka hidup dunia hidup akhirat menghalanghalangi manusia jalan allah jalan allah bengkok sesat
14,20,dan yang demikian itu sekali-kali tidak sukar bagi Allah.,sekalikali sukar allah
14,21,"Dan mereka semuanya (di padang Mahsyar) akan berkumpul menghadap ke hadirat Allah, lalu berkatalah orang-orang yang lemah kepada orang-orang yang sombong: \""Sesungguhnya kami dahulu adalah pengikut-pengikutmu, maka dapatkah kamu menghindarkan daripada kami azab Allah (walaupun) sedikit saja? Mereka menjawab: \""Seandainya Allah memberi petunjuk kepada kami, niscaya kami dapat memberi petunjuk kepadamu. Sama saja bagi kita, apakah kita mengeluh ataukah bersabar. Sekali-kali kita tidak mempunyai tempat untuk melarikan diri\"".",padang mahsyar kumpul hadap hadirat allah kata orangorang lemah orangorang sombong sungguh pengikutpengikutmu dapat hindar azab allah anda allah tunjuk niscaya tunjuk kepada keluh sabar sekalikali lari
14,43,"mereka datang bergegas-gegas memenuhi panggilan dengan mangangkat kepalanya, sedang mata mereka tidak berkedip-kedip dan hati mereka kosong.",bergegasgegas penuh panggil mangangkat kepala mata berkedipkedip hati kosong
14,44,"Dan berikanlah peringatan kepada manusia terhadap hari (yang pada waktu itu) datang azab kepada mereka, maka berkatalah orang-orang yang zalim: \""Ya Tuhan kami, beri tangguhlah kami (kembalikanlah kami ke dunia) walaupun dalam waktu yang sedikit, niscaya kami akan mematuhi seruan Engkau dan akan mengikuti rasul-rasul\"". (Kepada mereka dikatakan): \""Bukankah kamu telah bersumpah dahulu (di dunia) bahwa sekali-kali kamu tidak akan binasa?",beri ingat manusia hari azab kata orangorang zalim ya tuhan tangguh kembali dunia niscaya patuh seru engkau ikut rasulrasul sumpah dunia sekalikali binasa
14,49,Dan kamu akan melihat orang-orang yang berdosa pada hari itu diikat bersama-sama dengan belenggu.,orangorang dosa hari ikat bersamasama belenggu
14,50,"Pakaian mereka adalah dari pelangkin (ter) dan muka mereka ditutup oleh api neraka,",pakai pelangkin ter muka tutup api neraka
15,2,"Orang-orang yang kafir itu seringkali (nanti di akhirat) menginginkan, kiranya mereka dahulu (di dunia) menjadi orang-orang muslim.",orangorang kafir seringkali akhirat dunia orangorang muslim
15,3,"Biarkanlah mereka (di dunia ini) makan dan bersenang-senang dan dilalaikan oleh angan-angan (kosong), maka kelak mereka akan mengetahui (akibat perbuatan mereka).",biar dunia makan bersenangsenang lalai anganangan kosong kelak akibat buat
15,12,"Demikianlah, Kami mamasukkan (rasa ingkar dan memperolok-olokkan itu) kedalam hati orang-orang yang berdosa (orang-orang kafir),",mamasukkan ingkar memperolokolokkan dalam hati orangorang dosa orangorang kafir
15,13,mereka tidak beriman kepadanya (Al Quran) dan sesungguhnya telah berlalu sunnatullah terhadap orang-orang dahulu.,iman al quran sungguh sunnatullah orangorang
15,24,Dan sesungguhnya Kami telah mengetahui orang-orang yang terdahulu daripada-mu dan sesungguhnya Kami mengetahui pula orang-orang yang terkemudian (daripadamu).,sungguh orangorang daripada sungguh orangorang kemudi daripada
15,25,"Sesungguhnya Tuhanmu, Dialah yang akan menghimpunkan mereka. Sesungguhnya Dia adalah Maha Bijaksana lagi Maha Mengetahui.",sungguh tuhan himpun sungguh maha bijaksana maha
15,29,"Maka apabila Aku telah menyempurnakan kejadiannya, dan telah meniup kan kedalamnya ruh (ciptaan)-Ku, maka tunduklah kamu kepadanya dengan bersujud.",sempurna jadi tiup dalam ruh cipta tunduk sujud
15,35,"dan sesungguhnya kutukan itu tetap menimpamu sampai hari kiamat\"".",sungguh kutu timpa hari kiamat
15,38,"sampai hari (suatu) waktu yang telah ditentukan,",hari tentu
15,41,"Allah berfirman: \""Ini adalah jalan yang lurus, kewajiban Aku-lah (menjaganya).",allah firman jalan lurus wajib jaga
15,48,Mereka tidak merasa lelah di dalamnya dan mereka sekali-kali tidak akan dikeluarkan daripadanya.,lelah dalam sekalikali keluar daripada
15,50,dan bahwa sesungguhnya azab-Ku adalah azab yang sangat pedih.,sungguh azab azab pedih
15,54,"Berkata Ibrahim: \""Apakah kamu memberi kabar gembira kepadaku padahal usiaku telah lanjut, maka dengan cara bagaimanakah (terlaksananya) berita gembira yang kamu kabarkan ini?\""",ibrahim kabar gembira kepada usia laksana berita gembira kabar
15,55,"Mereka menjawab: \""Kami menyampaikan kabar gembira kepadamu dengan benar, maka janganlah kamu termasuk orang-orang yang berputus asa\"".",kabar gembira kepada orangorang putus asa
15,70,"Mereka berkata: \""Dan bukankah kami telah melarangmu dari (melindungi) manusia?\""",larang lindung manusia
15,76,Dan sesungguhnya kota itu benar-benar terletak di jalan yang masih tetap (dilalui manusia).,sungguh kota benarbenar letak jalan manusia
15,77,Sesungguhnya pada yang demikian itu benar-benar terdapat tanda-tanda (kekuasaan Allah) bagi orang-orang yang beriman.,sungguh benarbenar tandatanda kuasa allah orangorang iman
15,80,"Dan sesungguhnya penduduk-penduduk kota Al Hijr telah mendustakan rasul-rasul,",sungguh pendudukpenduduk kota al hijr dusta rasulrasul
15,81,"dan Kami telah mendatangkan kepada mereka tanda-tanda (kekuasaan) Kami, tetapi mereka selalu berpaling daripadanya,",tandatanda kuasa paling daripada
15,88,"Janganlah sekali-kali kamu menunjukkan pandanganmu kepada kenikmatan hidup yang telah Kami berikan kepada beberapa golongan di antara mereka (orang-orang kafir itu), dan janganlah kamu bersedih hati terhadap mereka dan berendah dirilah kamu terhadap orang-orang yang beriman.",sekalikali pandang nikmat hidup golong orangorang kafir sedih hati rendah diri orangorang iman
15,89,"Dan katakanlah: \""Sesungguhnya aku adalah pemberi peringatan yang menjelaskan\"".",sungguh beri ingat
15,90,"Sebagaimana (Kami telah memberi peringatan), Kami telah menurunkan (azab) kepada orang-orang yang membagi-bagi (Kitab Allah),",ingat turun azab orangorang membagibagi kitab allah
15,91,(yaitu) orang-orang yang telah menjadikan Al Quran itu terbagi-bagi.,orangorang jadi al quran terbagibagi
15,95,"Sesungguhnya Kami memelihara kamu daripada (kejahatan) orang-orang yang memperolok-olokkan (kamu),",sungguh pelihara jahat orangorang memperolokolokkan
15,97,"Dan Kami sungguh-sungguh mengetahui, bahwa dadamu menjadi sempit disebabkan apa yang mereka ucapkan,",sungguhsungguh dada sempit sebab ucap
16,5,"Dan Dia telah menciptakan binatang ternak untuk kamu; padanya ada (bulu) yang menghangatkan dan berbagai-bagai manfaat, dan sebahagiannya kamu makan.",cipta binatang ternak bulu hangat berbagaibagai manfaat sebahagiannya makan
16,6,"Dan kamu memperoleh pandangan yang indah padanya, ketika kamu membawanya kembali ke kandang dan ketika kamu melepaskannya ke tempat penggembalaan.",oleh pandang indah bawa kandang lepas gembala
16,7,"Dan ia memikul beban-bebanmu ke suatu negeri yang kamu tidak sanggup sampai kepadanya, melainkan dengan kesukaran-kesukaran (yang memayahkan) diri. Sesungguhnya Tuhanmu benar-benar Maha Pengasih lagi Maha Penyayang,",pikul bebanbebanmu negeri sanggup kesukarankesukaran payah sungguh tuhan benarbenar maha asih maha sayang
16,9,"Dan hak bagi Allah (menerangkan) jalan yang lurus, dan di antara jalan-jalan ada yang bengkok. Dan jikalau Dia menghendaki, tentulah Dia memimpin kamu semuanya (kepada jalan yang benar).",hak allah terang jalan lurus jalanjalan bengkok pimpin jalan
16,17,Maka apakah (Allah) yang menciptakan itu sama dengan yang tidak dapat menciptakan (apa-apa)?. Maka mengapa kamu tidak mengambil pelajaran.,allah cipta cipta apaapa ambil ajar
16,18,"Dan jika kamu menghitung-hitung nikmat Allah, niscaya kamu tak dapat menentukan jumlahnya. Sesungguhnya Allah benar-benar Maha Pengampun lagi Maha Penyayang.",menghitunghitung nikmat allah niscaya tentu sungguh allah benarbenar maha kam maha sayang
16,19,Dan Allah mengetahui apa yang kamu rahasiakan dan apa yang kamu lahirkan.,allah rahasia lahir
16,21,"(Berhala-berhala itu) benda mati tidak hidup, dan berhala-berhala tidak mengetahui bilakah penyembah-penyembahnya akan dibangkitkan.",berhalaberhala benda mati hidup berhalaberhala penyembahpenyembahnya bangkit
16,25,"(ucapan mereka) menyebabkan mereka memikul dosa-dosanya dengan sepenuh-penuhnya pada hari kiamat, dan sebahagian dosa-dosa orang yang mereka sesatkan yang tidak mengetahui sedikitpun (bahwa mereka disesatkan). Ingatlah, amat buruklah dosa yang mereka pikul itu.",ucap sebab pikul dosadosanya sepenuhpenuhnya hari kiamat sebahagian dosadosa orang sesat sedikit sesat ingat buruk dosa pikul
16,26,"Sesungguhnya orang-orang yang sebelum mereka telah mengadakan makar, maka Allah menghancurkan rumah-rumah mereka dari fondasinya, lalu atap (rumah itu) jatuh menimpa mereka dari atas, dan datanglah azab itu kepada mereka dari tempat yang tidak mereka sadari.",sungguh orangorang ada makar allah hancur rumahrumah fondasi atap rumah jatuh timpa datang azab sadar
16,34,Maka mereka ditimpa oleh (akibat) kejahatan perbuatan mereka dan mereka diliputi oleh azab yang selalu mereka perolok-olokan.,timpa akibat jahat buat liput azab perolokolokan
16,35,"Dan berkatalah orang-orang musyrik: \""Jika Allah menghendaki, niscaya kami tidak akan menyembah sesuatu apapun selain Dia, baik kami maupun bapak-bapak kami, dan tidak pula kami mengharamkan sesuatupun tanpa (izin)-Nya\"". Demikianlah yang diperbuat orang-orang sebelum mereka; maka tidak ada kewajiban atas para rasul, selain dari menyampaikan (amanat Allah) dengan terang.",kata orangorang musyrik allah niscaya sembah apa bapakbapak haram sesuatu izin orangorang wajib rasul amanat allah terang
16,39,"agar Allah menjelaskan kepada mereka apa yang mereka perselisihkan itu, agar orang-orang kafir itu mengetahui bahwasanya mereka adalah orang-orang yang berdusta.",allah selisih orangorang kafir orangorang dusta
16,46,"atau Allah mengazab mereka diwaktu mereka dalam perjalanan, maka sekali-kali mereka tidak dapat menolak (azab itu),",allah azab waktu jalan sekalikali tolak azab
16,47,atau Allah mengazab mereka dengan berangsur-angsur (sampai binasa). Maka sesungguhnya Tuhanmu adalah Maha Pengasih lagi Maha Penyayang.,allah azab berangsurangsur binasa sungguh tuhan maha asih maha sayang
16,54,"Kemudian apabila Dia telah menghilangkan kemudharatan itu dari pada kamu, tiba-tiba sebahagian dari pada kamu mempersekutukan Tuhannya dengan (yang lain),",hilang kemudharatan tibatiba sebahagian sekutu tuhan
16,55,Biarlah mereka mengingkari nikmat yang telah Kami berikan kepada mereka; maka bersenang-senanglah kamu. Kelak kamu akan mengetahui (akibatnya).,biar ingkar nikmat bersenangsenanglah kelak akibat
16,57,"Dan mereka menetapkan bagi Allah anak-anak perempuan. Maha Suci Allah, sedang untuk mereka sendiri (mereka tetapkan) apa yang mereka sukai (yaitu anak-anak laki-laki).",tetap allah anakanak perempuan maha suci allah tetap suka anakanak lakilaki
16,58,"Dan apabila seseorang dari mereka diberi kabar dengan (kelahiran) anak perempuan, hitamlah (merah padamlah) mukanya, dan dia sangat marah.",kabar lahir anak perempuan hitam merah padam muka marah
16,59,"Ia menyembunyikan dirinya dari orang banyak, disebabkan buruknya berita yang disampaikan kepadanya. Apakah dia akan memeliharanya dengan menanggung kehinaan ataukah akan menguburkannya ke dalam tanah (hidup-hidup)?. Ketahuilah, alangkah buruknya apa yang mereka tetapkan itu.",sembunyi orang sebab buruk berita pelihara tanggung hina kubur tanah hiduphidup tahu alangkah buruk tetap
16,66,"Dan sesungguhnya pada binatang ternak itu benar-benar terdapat pelajaran bagi kamu. Kami memberimu minum dari pada apa yang berada dalam perutnya (berupa) susu yang bersih antara tahi dan darah, yang mudah ditelan bagi orang-orang yang meminumnya.",sungguh binatang ternak benarbenar ajar beri minum perut susu bersih tahi darah mudah tel orangorang minum
16,74,"Maka janganlah kamu mengadakan sekutu-sekutu bagi Allah. Sesungguhnya Allah mengetahui, sedang kamu tidak mengetahui.",ada sekutusekutu allah sungguh allah
16,76,"Dan Allah membuat (pula) perumpamaan: dua orang lelaki yang seorang bisu, tidak dapat berbuat sesuatupun dan dia menjadi beban atas penanggungnya, ke mana saja dia disuruh oleh penanggungnya itu, dia tidak dapat mendatangkan suatu kebajikanpun. Samakah orang itu dengan orang yang menyuruh berbuat keadilan, dan dia berada pula di atas jalan yang lurus?",allah umpama orang lelaki bisu buat sesuatu beban tanggung suruh tanggung kebaji sama orang orang suruh buat adil jalan lurus
16,82,"Jika mereka tetap berpaling, maka sesungguhnya kewajiban yang dibebankan atasmu (Muhammad) hanyalah menyampaikan (amanat Allah) dengan terang.",paling sungguh wajib beban atas muhammad amanat allah terang
16,84,"Dan (ingatlah) akan hari (ketika) Kami bangkitkan dari tiap-tiap umat seorang saksi (rasul), kemudian tidak diizinkan kepada orang-orang yang kafir (untuk membela diri) dan tidak (pula) mereka dibolehkan meminta maaf.",ingat hari bangkit tiaptiap umat saksi rasul izin orangorang kafir bela boleh maaf
16,85,"Dan apabila orang-orang zalim telah menyaksikan azab, maka tidaklah diringankan azab bagi mereka dan tidak puIa mereka diberi tangguh.",orangorang zalim saksi azab ringan azab puia tangguh
16,86,"Dan apabila orang-orang yang mempersekutukan (Allah) melihat sekutu-sekutu mereka, mereka berkata: \""Ya Tuhan kami mereka inilah sekutu-sekutu kami yang dahulu kami sembah selain dari Engkau\"". Lalu sekutu-sekutu mereka mengatakan kepada mereka: \""Sesungguhnya kamu benar-benar orang-orang yang dusta\"".",orangorang sekutu allah sekutusekutu ya tuhan sekutusekutu sembah engkau sekutusekutu sungguh benarbenar orangorang dusta
16,87,Dan mereka menyatakan ketundukannya kepada Allah pada hari itu dan hilanglah dari mereka apa yang selalu mereka ada-adakan.,tunduk allah hari hilang adaadakan
16,88,"Orang-orang yang kafir dan menghalangi (manusia) dari jalan Allah, Kami tambahkan kepada mereka siksaan di atas siksaan disebabkan mereka selalu berbuat kerusakan.",orangorang kafir halang manusia jalan allah tambah siksa siksa sebab buat rusa
16,90,"Sesungguhnya Allah menyuruh (kamu) berlaku adil dan berbuat kebajikan, memberi kepada kaum kerabat, dan Allah melarang dari perbuatan keji, kemungkaran dan permusuhan. Dia memberi pengajaran kepadamu agar kamu dapat mengambil pelajaran.",sungguh allah suruh laku adil buat kebaji kaum kerabat allah larang buat keji mungkar musuh ajar kepada ambil ajar
16,92,"Dan janganlah kamu seperti seorang perempuan yang menguraikan benangnya yang sudah dipintal dengan kuat, menjadi cerai berai kembali, kamu menjadikan sumpah (perjanjian)mu sebagai alat penipu di antaramu, disebabkan adanya satu golongan yang lebih banyak jumlahnya dari golongan yang lain. Sesungguhnya Allah hanya menguji kamu dengan hal itu. Dan sesungguhnya di hari kiamat akan dijelaskan-Nya kepadamu apa yang dahulu kamu perselisihkan itu.",perempuan urai benang pintal kuat cerai berai jadi sumpah janji alat tipu antara sebab golong golong sungguh allah uji sungguh hari kiamat kepada selisih
16,94,"Dan janganlah kamu jadikan sumpah-sumpahmu sebagai alat penipu di antaramu, yang menyebabkan tergelincir kaki(mu) sesudah kokoh tegaknya, dan kamu rasakan kemelaratan (di dunia) karena kamu menghalangi (manusia) dari jalan Allah; dan bagimu azab yang besar.",jadi sumpahsumpahmu alat tipu antara sebab gelincir kaki kokoh tegak rasa melarat dunia halang manusia jalan allah bagi azab
16,104,"Sesungguhnya orang-orang yang tidak beriman kepada ayat-ayat Allah (Al Quran), Allah tidak akan memberi petunjuk kepada mereka dan bagi mereka azab yang pedih.",sungguh orangorang iman ayatayat allah al quran allah tunjuk azab pedih
16,105,"Sesungguhnya yang mengada-adakan kebohongan, hanyalah orang-orang yang tidak beriman kepada ayat-ayat Allah, dan mereka itulah orang-orang pendusta.",sungguh mengadaadakan bohong orangorang iman ayatayat allah orangorang dusta
16,110,"Dan sesungguhnya Tuhanmu (pelindung) bagi orang-orang yang berhijrah sesudah menderita cobaan, kemudian mereka berjihad dan sabar; sesungguhnya Tuhanmu sesudah itu benar-benar Maha Pengampun lagi Maha Penyayang.",sungguh tuhan lindung orangorang hijrah derita coba jihad sabar sungguh tuhan benarbenar maha kam maha sayang
16,113,"Dan sesungguhnya telah datang kepada mereka seorang rasul dari mereka sendiri, tetapi mereka mendustakannya; karena itu mereka dimusnahkan azab dan mereka adalah orang-orang yang zalim.",sungguh rasul dusta musnah azab orangorang zalim
16,114,"Maka makanlah yang halal lagi baik dari rezeki yang telah diberikan Allah kepadamu; dan syukurilah nikmat Allah, jika kamu hanya kepada-Nya saja menyembah.",makan halal rezeki allah kepada syukur nikmat allah sembah
16,117,"(Itu adalah) kesenangan yang sedikit, dan bagi mereka azab yang pedih.",senang azab pedih
16,118,"Dan terhadap orang-orang Yahudi, Kami haramkan apa yang telah Kami ceritakan dahulu kepadamu; dan Kami tiada menganiaya mereka, akan tetapi merekalah yang menganiaya diri mereka sendiri.",orangorang yahudi haram cerita kepada tiada aniaya aniaya
17,20,Kepada masing-masing golongan baik golongan ini maupun golongan itu Kami berikan bantuan dari kemurahan Tuhanmu. Dan kemurahan Tuhanmu tidak dapat dihalangi.,masingmasing golong golong golong bantu murah tuhan murah tuhan halang
17,28,"Dan jika kamu berpaling dari mereka untuk memperoleh rahmat dari Tuhanmu yang kamu harapkan, maka katakanlah kepada mereka ucapan yang pantas.",paling oleh rahmat tuhan harap ucap
